Year,Rank,Artist,Song,valence,danceability,energy,tempo
1967,57,seekers,georgy girl,0.651,0.515,0.496,153.582
1967,58,five americans,western union,,,,
1967,60,monkees,a little bit you a little bit me,,,,
1967,62,mamas  papas,dedicated to the one i love,0.307,0.396,0.452,103.264
1967,63,young rascals,how can i be sure,,,,
1967,64,hollies,carrie ann,,,,
1967,65,blue magoos,nothin yet,,,,
1967,66,easy beats,friday on my mind,,,,
1967,67,barkays,soul finger,,,,
1967,68,spencer davis group,gimme some lovin,0.583,0.501,0.752,147.515
1967,69,hombres,let it out,0.862,0.736,0.489,121.364
1967,70,grass roots,lets live for today,,,,
1967,72,booker t  mgs,groovin,,,,
1967,74,monkees,pleasant valley sunday,,,,
1967,77,james brown  famous flames,cold sweat,,,,
1967,78,turtles,shed rather be with me,,,,
1967,80,ray charles,here we go again,,,,
1967,84,royal guardsmen,snoopy vs the red baron,0.749,0.612,0.837,126.783
1967,85,janis ian,societys child,,,,
1967,87,marvin gaye  tammi terrell,aint no mountain high enough,,,,
1967,88,sandy posey,i take it back,0.709,0.557,0.271,134.565
1967,89,tremeloes,here comes my baby,,,,
1967,92,bill cosby,little ole man,,,,
1967,93,electric prunes,i had too much to dream last night,,,,
1967,94,monkees,daydream believer,0.649,0.51,0.488,125.683
1967,96,who,i can see for miles,,,,
1968,1,beatles,hey jude,,,,
1968,5,rascals,people got to be free,0.96,0.685,0.696,126.019
1968,7,herb alpert,this guys in love with you,,,,
1968,8,hugo montenegro,the good the bad and the ugly,,,,
1968,9,simon  garfunkel,mrs robinson,,,,
1968,10,archie bell  drells,tighten up,,,,
1968,14,doors,hello i love you,,,,
1968,16,box tops,cry like a baby,,,,
1968,17,fifth dimension,stoned soul picnic,,,,
1968,19,grass roots,midnight confessions,,,,
1968,21,cliff nobles  co,the horse,,,,
1968,22,temptations,i wish it would rain,,,,
1968,23,delfonics,lala means i love you,,,,
1968,24,vogues,turn around look at me,,,,
1968,28,merrilee rush,angel of the morning,0.332,0.512,0.165,81.059
1968,29,georgie fame,the ballad of bonnie and clyde,,,,
1968,30,mary hopkin,those were the days,,,,
1968,31,steppenwolf,born to be wild,0.53,0.438,0.71,145.928
1968,32,intruders,cowboys to girls,,,,
1968,35,rascals,a beautiful morning,,,,
1968,37,johnny nash,hold me tight,0.765,0.78,0.436,90.438
1968,39,crazy world of arthur brown,fire,,,,
1968,40,troggs,love is all around,,,,
1968,41,gene  debbe,playboy,,,,
1968,45,okaysions,girl watcher,,,,
1968,47,lemon pipers,green tambourine,0.313,0.503,0.614,111.148
1968,50,rolling stones,jumpin jack flash,0.619,0.6,0.91,137.361
1968,52,jose feliciano,light my fire,0.761,0.479,0.546,108.372
1968,53,people,i love you,,,,
1968,55,status quo,pictures of matchstick men,,,,
1968,57,marvin gaye  tammi terrell,aint nothing like the real thing,,,,
1968,58,james brown  famous flames,i got the feelin,,,,
1968,60,beatles,lady madonna,,,,
1968,63,fireballs,bottle of wine,0.956,0.65,0.8,136.2
1968,64,dells,stay in my corner,,,,
1968,65,willie mitchell,soul serenade,,,,
1968,67,human beinz,nobody but me,,,,
1968,68,sam  dave,i thank you,,,,
1968,71,cowsills,indian lake,0.962,0.695,0.652,131.857
1968,72,tommy boyce  bobby hart,i wonder what shes doing tonight,,,,
1968,74,lettermen,goin out of my head  cant take my eyes off you,,,,
1968,75,stevie wonder,shoobeedoobedoodaday,,,,
1968,76,irish rovers,the unicorn,0.819,0.572,0.881,123.19
1968,77,vanilla fudge,hangin on,,,,
1968,78,beatles,revolution,,,,
1968,80,turtles,elenore,0.887,0.63,0.625,122.504
1968,82,marvin gaye  tammi terrell,youre all i need to get by,,,,
1968,83,foundations,baby now that ive found you,,,,
1968,84,sweet inspirations,sweet inspiration,,,,
1968,86,mills brothers,cab driver,,,,
1968,87,chambers brothers,time has come today,,,,
1968,90,james brown  famous flames,say it loud im black and im proud,,,,
1968,92,shorty long,here comes the judge,,,,
1968,95,gary lewis  playboys,sealed with a kiss,,,,
1968,96,big brother  holding company,piece of my heart,,,,
1968,98,american breed,bend me shape,,,,
1968,99,jerry butler,hey western union man,,,,
1969,1,archies,sugar sugar,0.965,0.757,0.725,122.439
1969,2,fifth dimension,aquarius  let the sunshine in,,,,
1969,3,temptations,i cant get next to you,,,,
1969,4,rolling stones,honky tonk women,,,,
1969,9,foundations,build me up buttercup,0.868,0.659,0.681,132.062
1969,10,tommy james  shondells,crimson and clover,,,,
1969,13,cowsills,hair,0.448,0.623,0.377,112.432
1969,14,marvin gaye,too busy thinking about my baby,,,,
1969,15,henry mancini  his orch,love theme from romeo and juliet,,,,
1969,16,youngbloods,get together,0.58,0.542,0.492,103.064
1969,17,friends of distinction,grazin in the grass,,,,
1969,21,isley brothers,its your thing,,,,
1969,23,oliver,jean,0.394,0.323,0.127,92.637
1969,25,beatles,get back,,,,
1969,29,friends of distinction,going in circles,,,,
1969,30,lettermen,hurt so bad,,,,
1969,36,johnny cash,a boy named sue,,,,
1969,37,smokey robinson  miracles,baby baby dont cry,,,,
1969,39,zombies,time of the season,,,,
1969,40,fifth dimension,wedding bell blues,,,,
1969,41,bobby sherman,little woman,,,,
1969,44,guess who,these eyes,,,,
1969,47,watts rd street rhythm band,do your thing,,,,
1969,48,grass roots,id wait a million years,,,,
1969,49,doors,touch me,0.769,0.425,0.903,108.748
1969,54,dennis yost  classics iv,traces,,,,
1969,55,mama cass elliot,its getting better,,,,
1969,57,temptations,run away child running wild,,,,
1969,58,ventures,hawaii fiveo,,,,
1969,59,glen campbell,galveston,,,,
1969,61,ray stevens,gitarzan,0.727,0.435,0.804,93.83
1969,65,winstons,color him father,,,,
1969,66,sonny charles  checkmates ltd,black pearl,,,,
1969,67,fruitgum company,indian giver,,,,
1969,68,james brown,mother popcorn,,,,
1969,69,edwin starr,twentyfive miles,,,,
1969,70,new colony six,things id like to say,,,,
1969,72,marvin gaye,thats the way love is,,,,
1969,73,nilsson,everybodys talkin,,,,
1969,75,joe simon,chokin kind,,,,
1969,76,flying machine,smile a little smile for me,,,,
1969,78,kenny rogers  first edition,ruby dont take your love to town,0.963,0.665,0.504,109.738
1969,80,turtles,you showed me,,,,
1969,81,cuff links,tracy,,,,
1969,82,dells,oh what a night,,,,
1969,83,beatles,something,,,,
1969,85,beatles,come together,,,,
1969,86,seger system,ramblin gamblin man bob,,,,
1969,87,diana ross  supremes,im gonna make you love me,,,,
1969,91,lou rawls,your good thing,,,,
1969,92,originals,baby im for real,,,,
1969,93,edwin hawkins singers,oh happy day,,,,
1969,94,tom jones,love me tonight,0.808,0.487,0.621,105.428
1969,95,paul revere  raiders,mr sun mr moon,,,,
1969,96,guess who,laughing,,,,
1969,98,box tops,soul deep,0.966,0.749,0.53,121.395
1969,99,bj thomas,hooked on a feeling,,,,
1969,100,box tops,sweet cream ladies,,,,
1970,3,guess who,american woman  no sugar tonight,,,,
1970,6,diana ross,aint no mountain high enough,,,,
1970,7,jackson,ill be there,,,,
1970,9,beatles,let it be,,,,
1970,10,freda payne,band of gold,0.919,0.758,0.672,106.24
1970,12,ray stevens,everything is beautiful,,,,
1970,14,vanity fair,hitchin a ride,,,,
1970,15,jackson,abc,0.952,0.572,0.786,188.115
1970,16,jackson,the love you save  i found that girl,,,,
1970,17,neil diamond,cracklin rose,,,,
1970,18,dawn,candida,,,,
1970,19,sly  family stone,thank you   everybody is a star,,,,
1970,20,eric burdon  war,spill the wine,,,,
1970,21,five stairsteps  cubie,ooh child  dear prudence,,,,
1970,23,melanie  edwin hawkins singers,lay down,,,,
1970,24,temptations,ball of confusion,,,,
1970,25,moments,love on a two way street,,,,
1970,26,poppy family,which way you goin billy,,,,
1970,28,jackson,i want you back,0.9535,0.6705000000000001,0.6265000000000001,98.27850000000001
1970,34,john ono lennon,instant karma,,,,
1970,36,creedence clearwater revival,lookin out my back door  long as i can see the light,,,,
1970,39,chairmen of board,give me just a little more time,,,,
1970,41,beatles,the long and winding road  for you blue,,,,
1970,45,jaggerz,the rapper,,,,
1970,46,hollies,he aint heavy hes my brother,0.253,0.319,0.275,75.754
1970,47,alive  kicking,tighter tighter,,,,
1970,48,badfinger,come and get it,,,,
1970,49,simon  garfunkel,cecelia,,,,
1970,52,kinks,lola,0.902,0.474,0.917,152.113
1970,54,r dean taylor,indiana wants me,,,,
1970,55,rare earth,im losing you,,,,
1970,56,bobby sherman,easy come easy go,,,,
1970,60,frijid pink,house of the rising sun,0.412,0.254,0.761,118.752
1970,63,friends of distinction,love or let me be lonely,,,,
1970,64,brotherhood of man,united we stand,0.692,0.443,0.478,82.148
1970,68,gene chandler,groovy situation,,,,
1970,70,guess who,no time,,,,
1970,71,delfonics,didnt i,,,,
1970,72,elvis presley,the wonder of you  mama liked the roses,,,,
1970,73,creedence clearwater revival,up around the bend  run through the jungle,,,,
1970,75,bj thomas,i just cant help believing,,,,
1970,76,spinners,its a shame,,,,
1970,77,bobbi martin,for the love of him,0.659,0.475,0.606,113.766
1970,79,ike  tina turner,i want to take you higher,,,,
1970,80,joe cocker,the letter,,,,
1970,81,tee set,ma belle amie,,,,
1970,82,originals,the bells,,,,
1970,84,proof aged in soul,somebodys been sleeping,,,,
1970,85,ides of march,vehicle,,,,
1970,86,pipkins,gimme dat ding,,,,
1970,87,robin mcnamara,lay a little lovin on me,,,,
1970,88,supremes,up the ladder to the roof,,,,
1970,89,creedence clearwater revival,travelin band  wholl stop the rain,,,,
1970,90,sandpipers,come saturday morning,,,,
1970,91,temptations,psychedelic shack,,,,
1970,96,new seekers,look what theyve done to my song ma,,,,
1970,97,joe south,walk a mile in my shoes,,,,
1971,2,rod stewart,maggie may   reason to believe,,,,
1971,3,carole king,its too late  i feel the earth move,,,,
1971,4,osmonds,one bad apple,,,,
1971,6,raiders,indian reservation,,,,
1971,9,temptations,just my imagination,,,,
1971,10,dawn,knock three times,,,,
1971,13,honey cone,want ads,,,,
1971,14,undisputed truth,smiling faces sometimes,,,,
1971,18,rolling stones,brown sugar,,,,
1971,22,paul  linda mccartney,uncle albertadmiral halsey,,,,
1971,26,murray head  trinidad singers,superstar,,,,
1971,27,free movement,i found someone of my own,,,,
1971,29,grass roots,temptation eyes,,,,
1971,31,george harrison,my sweet lord  isnt it a pity,,,,
1971,34,daddy dewdrop,chickaboom,0.964,0.781,0.734,124.55
1971,35,carpenters,for all we know,,,,
1971,39,cher,gypsy tramps and thieves,,,,
1971,40,jackson,never can say goodbye,,,,
1971,45,fuzz,i love you foe all seasons,,,,
1971,46,dramatics,whatcha see is whatcha get,,,,
1971,50,helen reddy,i dont know how to love him,0.303,0.284,0.396,79.628
1971,51,osmonds,yoyo,,,,
1971,53,partridge family,doesnt somebody want to be wanted,,,,
1971,54,tommy james,draggin the line,,,,
1971,56,chicago,beginnings  color my world,,,,
1971,57,bells,stay awhile,0.432,0.558,0.268,84.559
1971,60,paul mccartney,another day  oh woman oh why,,,,
1971,64,th day,shes not just another woman,,,,
1971,65,freda payne,bring the boys home,,,,
1971,67,delaney  bonnie  friends,never ending song of love,,,,
1971,68,freddy hart,easy loving,,,,
1971,70,honey cone,stickup,,,,
1971,71,mac  katie kissoon,chirpy chirpy cheep cheep,,,,
1971,72,andy williams,love story,,,,
1971,73,cat stevens,wild world,,,,
1971,75,beginning of end,funky nassau,,,,
1971,76,olivia newtonjohn,if not for you,0.903,0.611,0.675,118.983
1971,78,bobby goldsboro,watching scotty grow,,,,
1971,79,matthews southern comfort,woodstock,,,,
1971,81,dave edmunds,i hear you knocking,0.97,0.528,0.445,206.361
1971,83,fortunes,here comes that rainy day feeling again,,,,
1971,84,who,wont get fooled again,,,,
1971,86,jackson,mamas pearl,,,,
1971,87,buoys,timothy,,,,
1971,88,partridge family,i woke up in love this morning,,,,
1971,91,neil diamond,i ami said,,,,
1971,92,paul stookey,wedding song,,,,
1971,93,wilson pickett,dont knock my love pt,,,,
1971,94,doors,love her madly,0.966,0.565,0.587,147.462
1971,96,wadsworth mansion,sweet mary,,,,
1971,97,brenda  tabulations,right on the tip of my tongue,,,,
1971,98,fifth dimension,one less bell to answer,,,,
1971,99,doors,riders on the storm,0.716,0.55,0.722,103.886
1972,4,nilsson,without you,,,,
1972,5,sammy davis jr,candy man,,,,
1972,10,wayne newton,daddy dont you walk so fast,0.515,0.541,0.305,146.596
1972,13,chilites,oh girl,,,,
1972,14,gallery,nice to be with you,,,,
1972,15,chuck berry,my dingaling,,,,
1972,16,luther ingram,if loving you is wrong i dont want to be right,,,,
1972,18,stylistics,betcha by golly wow,,,,
1972,19,staple singers,ill take you there,,,,
1972,20,michael jackson,ben,,,,
1972,24,hollies,long cool woman,,,,
1972,25,mouth  macneal,how do you do,,,,
1972,26,neil diamond,song sung blue,,,,
1972,27,america,a horse with no name,,,,
1972,28,hot butter,popcorn,0.952,0.784,0.626,136.886
1972,29,main ingredient,everybody plays the fool,,,,
1972,31,th dimension,last night i didnt get to sleep at all,,,,
1972,32,moody blues,nights in white satin,,,,
1972,35,ojays,back stabbers,,,,
1972,36,osmonds,down by the lazy river,,,,
1972,38,mel  tim,starting all over again,,,,
1972,39,badfinger,day atter day,,,,
1972,42,daniel boone,beautiful sunday,0.91,0.676,0.463,121.923
1972,44,cat stevens,morning has broken,,,,
1972,46,rick nelson,garden party,,,,
1972,51,chakachas,jungle fever,,,,
1972,53,dramatics,in the rain,,,,
1972,56,t rex,bang a gong,,,,
1972,58,roberta flack  donny hathaway,where is the love,,,,
1972,64,dr hook  medicine show,sylvias mother,,,,
1972,66,nilsson,coconut,,,,
1972,70,sonny  cher,a cowboys work is never done,0.58,0.61,0.315,135.521
1972,71,apollo,joy,0.915,0.491,0.944,130.887
1972,74,charlie pride,kiss an angel good morning,,,,
1972,79,sly  family stone,family affair,,,,
1972,80,jimmy castor bunch,troglodyte,0.877,0.806,0.739,133.465
1972,83,joe simon,power of love,,,,
1972,84,jerry butler  brenda lee eager,aint understanding mellow,,,,
1972,86,beverly bremers,dont say you dont rememeer,,,,
1972,90,godspell,day by day,,,,
1972,93,new seekers,id like to teach the world to sing,0.885,0.507,0.478,134.603
1972,94,don mclean,vincent  castles in the air,,,,
1972,95,detroit emeralds,baby let me take you,,,,
1972,97,hillside singers,id like to teach the world to sing,,,,
1972,98,love unlimited,walking in the rain with the one i love,,,,
1972,99,james brown,good foot pt,,,,
1972,100,isley bros,pop that thang,,,,
1973,1,tony orlando  dawn,tie a yellow ribbon round the ole oak tree,,,,
1973,5,paul mccartney  wings,my love,,,,
1973,12,clint holmes,playground in my mind,,,,
1973,16,edgar winter group,frankenstein,,,,
1973,20,cher,half breed,,,,
1973,21,isley bros,that lady,,,,
1973,23,gr funk railroad,were an american band,,,,
1973,25,skylark,wildflower,,,,
1973,28,maureen mcgovern,the morning after,,,,
1973,32,ojays,love train,,,,
1973,33,barry white,im gonna love you just a little more,,,,
1973,34,tony orlando  dawn,say has anybody seen my sweet gypsy rose,,,,
1973,38,bobby boris pickett  crypt kickers,monster mash,,,,
1973,41,doobie brothers,long train running,,,,
1973,42,george harrison,give me love,0.631,0.373,0.57,81.28
1973,44,jermaine jackson,daddys home,,,,
1973,46,new york city,im doing fine now,,,,
1973,47,spinners,could it be im falling in love,,,,
1973,51,dr hook  medicine show,the cover of rolling stone,,,,
1973,57,hurricane smith,oh babe what would you say,0.602,0.371,0.587,151.597
1973,61,eric weissberg  steve mandel,dueling banjos,,,,
1973,79,allman brothers,ramblin man,,,,
1973,80,temptations,masterpiece,,,,
1973,82,spinners,one of a kind,,,,
1973,83,donna fargo,funny face,0.38,0.609,0.258,98.349
1973,85,rolling stones,angie,,,,
1973,86,blue ridge rangers,jambalaya,,,,
1973,88,stylistics,break up to make up,,,,
1973,89,jud strunk,daisy a day,0.581,0.528,0.336,88.584
1973,93,war,gypsy man,,,,
1973,94,war,the world is a ghetto,,,,
1973,95,pointer sisters,yes we can can,,,,
1973,96,edgar winter group,free ride,0.814,0.674,0.686,124.204
1973,99,donny osmond,the twelfth of never,,,,
1973,100,temptations,papa was a rolling stone,,,,
1974,3,love unlimited orchestra,loves theme,0.712,0.589,0.61,97.072
1974,5,jackson,dancing machine,,,,
1974,6,gr funk railroad,the locomotion,0.279,0.483,0.95,124.694
1974,7,mfsb,tsop,,,,
1974,8,ray stevens,the streak,0.791,0.685,0.521,119.813
1974,14,stylistics,you make me feel brand new,0.203,0.454,0.336,75.589
1974,16,jim stafford,spiders and snakes,,,,
1974,18,john denver,sunshine on my shoulder,,,,
1974,20,blue swede,hooked on a feeling,,,,
1974,22,paul mccartney  wings,band on the run,,,,
1974,26,olivia newtonjohn,let me be there,0.835,0.552,0.672,129.115
1974,28,paul anka,having my baby,,,,
1974,32,olivia newtonjohn,if you love me,0.806,0.597,0.666,128.76
1974,36,main ingredient,just dont want to be lonely,,,,
1974,47,dionne warwick  spinners,then came you,,,,
1974,48,marvin hamlisch,the entertainer,,,,
1974,50,hollies,the air that i breathe,,,,
1974,52,carly simon,mockingbird,,,,
1974,55,barry white,never never gonna give you up,,,,
1974,56,rufus,tell me something good,,,,
1974,58,righteous brothers,rock and roll heaven,,,,
1974,60,william devaughn,be thankful for what you got,,,,
1974,68,ojays,put your hands together,,,,
1974,70,cat stevens,oh very young,,,,
1974,73,chicago,ive been searchin so long,,,,
1974,75,ojays,for the love of money,,,,
1974,77,paul mccartney  wings,jet,,,,
1974,79,mike oldfield,tubular bells,,,,
1974,84,guess who,clap for the wolfman,,,,
1974,86,sister janet mead,the lords prayer,0.633,0.64,0.395,124.164
1974,91,diana ross  marvin gaye,my mistake was to love you,,,,
1974,92,paul mccartney  wings,helen wheels,,,,
1974,94,first class,beach baby,0.431,0.394,0.787,135.351
1974,96,stylistics,rockin roll baby,,,,
1974,97,olivia newtonjohn,i honestly love you,0.145,0.357,0.174,131.497
1974,99,fancy,wild thing,,,,
1974,100,spinners,mighty love pt,,,,
1975,7,david bowie,fame,,,,
1975,9,eagles,one of these nights,,,,
1975,11,bee gees,jive talkin,0.734,0.811,0.545,105.911
1975,12,eagles,best of my love,,,,
1975,15,doobie brothers,black water,,,,
1975,19,janis ian,at seventeen,,,,
1975,21,van mccoy  soul city symphony,the hustle,0.879,0.645,0.822,111.478
1975,27,isley brothers,fight the power pt,,,,
1975,29,ozark mountain daredevil,jackie blue,,,,
1975,39,michael murphy,wildfire,,,,
1975,44,hamilton joe frank  reynolds,fallin in love,,,,
1975,45,morris albert,feelings,0.216,0.392,0.383,80.472
1975,48,barry white,youre the first the last my everthing,,,,
1975,51,bazuka,dynomite,,,,
1975,52,blackbyrds,walking in rhythm,,,,
1975,55,sugarloaf,dont call us well call you,,,,
1975,61,gr funk,bad time,,,,
1975,63,carol douglas,doctors orders,,,,
1975,65,joe cocker,you are so beautiful  its a sin when you love somebody,,,,
1975,66,paul anka  odia coates,one man womanone woman man,,,,
1975,67,bad company,feel like makin love,,,,
1975,70,average white band,cut the cake,,,,
1975,72,paul anka,i dont like to sleep alone,,,,
1975,74,gr funk,some kind of wonderful,,,,
1975,75,three degrees,when will i see you again,0.766,0.564,0.593,120.753
1975,76,joe simon,get down get down,,,,
1975,77,john denver,im sorry  calypso,,,,
1975,84,rufus,you got the love,,,,
1975,85,mike post,the rockford files,,,,
1975,87,ringo starr,no no song  snookeroo,,,,
1975,88,paul mccartney  wings,juniors farm  sally g,,,,
1975,90,leo sayer,long tall glasses,,,,
1975,92,ray stevens,misty,,,,
1975,95,dwight twilley band,im on fire,,,,
1975,97,amazing rhythm aces,third rate romance,,,,
1975,98,bachmanturner overdrive,you aint seen nothin yet  free wheelin,,,,
1975,99,frankie valli,swearin to god,,,,
1975,100,disco tex  sexolettes,get dancin,,,,
1976,2,elton john  kiki dee,dont go breaking my heart,,,,
1976,4,four seasons,december,,,,
1976,6,manhattans,kiss and say goodbye,0.655,0.587,0.376,129.199
1976,7,miracles,love machine,,,,
1976,10,walter murphy  big apple band,a fifth of beethoven,,,,
1976,14,silver convention,fly robin fly,0.939,0.826,0.406,100.278
1976,20,sylvers,boogie fever,0.973,0.925,0.875,132.8
1976,21,engl dan  john ford coley,id really love to see you tonight,,,,
1976,25,eagles,take it to the limit,,,,
1976,33,david bowie,golden years,,,,
1976,36,bellamy brothers,let your love flow,0.946,0.679,0.553,109.071
1976,42,donny  marie osmond,deep purple,,,,
1976,43,diana ross,theme from mahogany,,,,
1976,44,rufus,sweet thing,,,,
1976,45,kc  sunshine band,thats the way i like it,,,,
1976,52,ojays,i love music,,,,
1976,61,brothers johnson,ill be good to you,,,,
1976,65,staple singers,lets do it again,,,,
1976,67,wing  a prayer fife  drum corps,baby face,,,,
1976,70,silver,wham bam,,,,
1976,72,harold melvin  bluenotes,wake up everybody,,,,
1976,74,john travolta,let her in,,,,
1976,77,beatles,got to get you into my life,,,,
1976,81,beach boys,rock and roll music,,,,
1976,84,jefferson starship,with your love,,,,
1976,86,ohio players,whod she coo,,,,
1976,88,peter frampton,baby i love your way,,,,
1976,90,neil sedaka,breaking ups hard to do,,,,
1976,91,bay city rollers,money honey,0.739,0.637,0.783,121.89
1976,92,parliament,tear the roof off the sucker,,,,
1976,93,larry groce,junk food junkie,,,,
1976,96,rick dees,disco duck,,,,
1976,99,who,squeeze box,,,,
1977,3,emotions,best of my love,,,,
1977,4,barbra streisand,love theme from a star is born,,,,
1977,9,alan oday,undercover angel,0.725,0.673,0.663,98.618
1977,10,mary macgregor,torn between two lovers,0.48,0.552,0.343,132.415
1977,13,leo sayer,you make me feel like dancing,0.919,0.74,0.517,96.041
1977,17,peter mccann,do you wanna make love,0.542,0.694,0.413,109.967
1977,19,eagles,hotel california,,,,
1977,20,marvin gaye,got to give it up pt,,,,
1977,21,bill conti,theme from rocky,,,,
1977,24,leo sayer,when i need you,0.16,0.618,0.183,109.75
1977,25,sylvers,hot line,,,,
1977,27,marilyn mccoo  billy davis jr,you dont have to be a star,,,,
1977,38,atlanta rhythm section,so in to you,,,,
1977,40,jacksons,enjoy yourself,,,,
1977,41,brick,dazz,,,,
1977,54,brothers johnson,strawberry letter,,,,
1977,55,bob seger  silver bullet band,night moves,,,,
1977,57,marshall tucker band,heard it in a love song,,,,
1977,59,eagles,new kid in town,,,,
1977,72,floaters,float on,,,,
1977,76,bay city rollers,you made me believe in magic,,,,
1977,81,spinners,the rubberband man,,,,
1977,84,sylvers,high school dance,,,,
1977,91,dr buzzards original savannah band,whisperingcherchez la femmecest si bon,,,,
1977,96,bj thomas,dont worry baby,,,,
1977,98,leo sayer,how much love,,,,
1977,99,london symphony orchestra,star wars,,,,
1977,100,cj  co,devils gun,,,,
1978,2,bee gees,night fever,0.892,0.733,0.795,109.122
1978,9,a taste of honey,boogie oogie oogie,,,,
1978,13,john travolta  olivia newtonjohn,youre the one that i want,,,,
1978,14,samantha sang,emotion,,,,
1978,16,rolling stones,miss you,,,,
1978,22,nick gilder,hot child in the city,,,,
1978,25,queen,we will rock you  we are the champions,,,,
1978,28,johnny mathis  deniece williams,too much too little too late,,,,
1978,38,roberta flack  donny hathaway,the closer i get to you,,,,
1978,42,ojays,use ta be my girl,,,,
1978,52,bob seger  silver bullet band,still the same,,,,
1978,53,toby beau,my angel baby,,,,
1978,54,trammps,disco inferno,,,,
1978,65,little river band,reminiscing,,,,
1978,69,john travolta  olivia newtonjohn,summer nights,,,,
1978,79,leblanc  carr,falling,,,,
1978,83,kenny loggins,whenever i call you friend,,,,
1978,86,electric light orchestra,sweet talking woman,,,,
